utc_time,x_km_EME2000,y_km_EME2000,z_km_EME2000,vx_kms,vy_kms,vz_kms,distance_from_earth_km,speed_kms
2026-04-05T03:21:51.319,-114796.92328918875,-257310.83162266924,-141134.8659031627,-0.11555169789696,-0.78039889558946,-0.42359608602558,315128.938754468,0.8954374770023364
2026-04-05T03:25:51.319,-114824.6201144039,-257498.03269416967,-141236.47731835945,-0.11525530783321,-0.77961019711848,-0.42316579890975,315337.3951041714,0.8945083223770308
2026-04-05T03:29:51.319,-114852.24589878476,-257685.04459566675,-141337.98553055778,-0.11495969072082,-0.77882247840565,-0.42273606077428,315545.6333877904,0.8935804163249671
2026-04-05T03:33:51.319,-114879.80082767905,-257871.86756195064,-141439.39067132285,-0.11466484522341,-0.7780357365214,-0.42230687003594,315753.6539005852,0.892653755111162
2026-04-05T03:37:51.319,-114907.28508611528,-258058.50182710984,-141540.69287184064,-0.11437077001761,-0.7772499685478,-0.42187822511818,315961.4569370051,0.8917283350162442
2026-04-05T03:41:51.319,-114934.69885880596,-258244.9476245339,-141641.8922629196,-0.11407746379308,-0.77646517157852,-0.42145012445115,316169.04279069323,0.8908041523364223
2026-04-05T03:45:51.319,-114962.04233015064,-258431.20518691625,-141742.9889749922,-0.11378492525246,-0.77568134271871,-0.42102256647159,316376.41175448924,0.889881203383313
2026-04-05T03:49:51.319,-114989.31568423906,-258617.27474625694,-141843.98313811643,-0.11349315311134,-0.77489847908497,-0.42059554962283,316583.56412043376,0.8889594844839016
2026-04-05T03:53:51.319,-115016.51910485428,-258803.15653386535,-141944.8748819776,-0.11320214609826,-0.77411657780526,-0.4201690723548,316790.5001797718,0.8880389919804603
2026-04-05T03:57:51.319,-115043.65277547574,-258988.8507803629,-142045.66433588968,-0.11291190295466,-0.77333563601884,-0.4197431331239,316997.22022295644,0.8871197222304182
2026-04-05T04:01:51.319,-115070.7168792824,-259174.35771568585,-142146.35162879704,-0.11262242243492,-0.77255565087622,-0.41931773039305,317203.7245396527,0.8862016716063381
2026-04-05T04:05:51.319,-115097.71159915577,-259359.6775690879,-142246.93688927588,-0.11233370330625,-0.77177661953908,-0.4188928626316,317410.01341874094,0.8852848364957818
2026-04-05T04:09:51.319,-115124.63711768306,-259544.81056914284,-142347.42024553582,-0.11204574434874,-0.77099853918018,-0.41846852831534,317616.0871483207,0.8843692133012327
2026-04-05T04:13:51.319,-115151.49361716026,-259729.7569437473,-142447.80182542143,-0.11175854435532,-0.77022140698334,-0.41804472592642,317821.9460157141,0.8834547984400285
2026-04-05T04:17:51.319,-115178.28127959518,-259914.51692012337,-142548.08175641377,-0.11147210213174,-0.76944522014335,-0.41762145395335,318027.5903074698,0.8825415883442703
2026-04-05T04:21:51.319,-115205.00028671054,-260099.0907248211,-142648.2601656319,-0.11118641649653,-0.7686699758659,-0.41719871089095,318233.0203093662,0.8816295794607243
2026-04-05T04:25:51.319,-115231.65081994706,-260283.47858372127,-142748.33717983434,-0.11090148628104,-0.76789567136754,-0.41677649524032,318438.2363064153,0.8807187682507699
2026-04-05T04:29:51.319,-115258.2330604665,-260467.68072203797,-142848.31292542073,-0.11061731032936,-0.76712230387557,-0.41635480550881,318643.238582866,0.8798091511902699
2026-04-05T04:33:51.319,-115284.74718915476,-260651.69736432107,-142948.18752843316,-0.11033388749836,-0.76634987062803,-0.41593364020998,318848.0274222079,0.8789007247695407
2026-04-05T04:37:51.319,-115311.1933866249,-260835.52873445884,-143047.9611145577,-0.11005121665762,-0.76557836887361,-0.41551299786358,319052.6031071747,0.8779934854932462
2026-04-05T04:41:51.319,-115337.5718332202,-261019.17505568056,-143147.63380912592,-0.10976929668945,-0.76480779587159,-0.4150928769955,319256.96591974754,0.8770874298803155
