timestamp_utc,met_hours,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms,distance_earth_km,speed_kms,speed_ms,data_type,source
2026-04-06 17:17:51.319,125.29758861111111,-125788.01729568564,-337972.56193911296,-185103.87229153104,-0.15923276026572,-0.40285428924052,-0.2292558544645,405353.57585222647,0.4901070261765003,490.1070261765003,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:21:51.319,125.36425527777779,-125826.44379575115,-338069.099336933,-185158.83434491232,-0.16099367249092,-0.40162027141866,-0.22875989950437,405471.0887606379,0.4894373265472926,489.4373265472926,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:25:51.319,125.43092194444445,-125865.29697827093,-338165.337831386,-185213.67637758728,-0.16278858273906,-0.40036327711818,-0.22825562265263,405588.43007579166,0.4887652868274712,488.76528682747124,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:29:51.319,125.49758861111111,-125904.58510111186,-338261.2717978735,-185268.39634892612,-0.1646183142298,-0.39908238040822,-0.22774265945641,405705.5967490475,0.4880908262489992,488.0908262489992,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:33:51.319,125.56425527777779,-125944.31662240096,-338356.89538426924,-185322.99212863823,-0.16648371265043,-0.39777661075132,-0.22722062702163,405822.5855655106,0.487413861090122,487.413861090122,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:37:51.319,125.63092194444445,-125984.50020597044,-338452.20249991794,-185377.461492219,-0.16838564659731,-0.39644495051529,-0.22668912294263,405939.3931346067,0.4867343045538949,486.7343045538949,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:41:51.319,125.69758861111112,-126025.14472690686,-338547.18680401845,-185431.80211613188,-0.17032500799352,-0.39508633233119,-0.22614772416277,406056.0158800619,0.4860520666419437,486.0520666419437,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:45:51.319,125.76425527777778,-126066.25927719664,-338641.8416933538,-185486.0115727081,-0.17230271247697,-0.39369963628734,-0.22559598576159,406172.4500292488,0.4853670540234975,485.3670540234975,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:49:51.319,125.83092194444446,-126107.85317146068,-338736.1602893268,-185540.08732474604,-0.17431969975259,-0.39228368694866,-0.22503343966335,406288.69160185294,0.4846791698996213,484.6791698996213,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:53:51.319,125.89758861111112,-126149.93595276849,-338830.13542425854,-185594.0267197905,-0.17637693390101,-0.39083725018994,-0.22445959326152,406404.73639781226,0.4839883138625167,483.9883138625167,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:57:51.319,125.96425527777778,-126192.51739852031,-338923.7596269025,-185647.8269840715,-0.17847540363542,-0.38935902983114,-0.22387392795367,406520.57998448,0.4832943817501686,483.2943817501686,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:01:51.319,126.03092194444444,-126235.6075263836,-339017.0251071273,-185701.4852160799,-0.18061612249688,-0.38784766406172,-0.22327589758048,406636.2176829552,0.4825972654960964,482.5972654960964,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:05:51.319,126.09758861111112,-126279.2166002682,-339109.9237397135,-185754.9983797561,-0.18280012897725,-0.38630172164061,-0.22266492676244,406751.6445535224,0.4818968529744942,481.8968529744942,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:09:51.319,126.16425527777778,-126323.3551363207,-339202.4470472108,-185808.36329726712,-0.18502848655745,-0.38471969785748,-0.22204040912729,406866.8553801379,0.4811930278409128,481.1930278409128,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:13:51.319,126.23092194444445,-126368.033908917,-339294.58618179546,-185861.57664134356,-0.18730228364684,-0.38310001024017,-0.22140170542087,406981.8446538949,0.4804856693686185,480.48566936861846,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:17:51.319,126.29758861111111,-126413.26395662628,-339386.33190606564,-185914.6349271492,-0.18962263340814,-0.38144099399243,-0.22074814149353,407096.6065553936,0.4797746522810666,479.7746522810666,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:21:51.319,126.36425527777779,-126459.05658811788,-339477.6745727076,-185967.5345036513,-0.19199067344972,-0.37974089714518,-0.22007900615386,407211.1349359404,0.4790598465807523,479.05984658075226,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:25:51.319,126.43092194444445,-126505.4233879763,-339568.6041029621,-186020.2715444587,-0.19440756536519,-0.37799787540387,-0.21939354888103,407325.42329749017,0.4783411173751146,478.3411173751146,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:29:51.319,126.49758861111111,-126552.37622238498,-339659.1099638161,-186072.8420380937,-0.19687449409726,-0.37620998667358,-0.21869097738646,407439.4647712432,0.4776183246999977,477.6183246999977,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:33:51.319,126.56425527777779,-126599.92724463396,-339749.18114383967,-186125.24177765867,-0.19939266710014,-0.37437518524291,-0.21797045501519,407553.2520948006,0.4768913233415968,476.8913233415968,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:37:51.319,126.63092194444445,-126648.0889003994,-339838.8061275841,-186177.46634986004,-0.2019633132713,-0.37249131560687,-0.21723109797675,407666.7775877726,0.4761599626577632,476.15996265776323,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:41:51.319,126.69758861111112,-126696.87393273562,-339927.9728684523,-186229.51112334488,-0.20458768161976,-0.37055610590859,-0.21647197239496,407780.0331257316,0.4754240863999748,475.4240863999748,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 18:45:51.319,126.76425527777778,-126746.2953867126,-340016.66875994764,-186281.3712363076,-0.20726703963395,-0.36856716097893,-0.21569209116562,407893.0101123906,0.4746835325372979,474.6835325372979,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
